age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,score,an_income,pre_total_duration
49,10,0,0,0,36306,1,0,0,12,0,101,1,94,0,0,3.0,1052874,0
30,0,2,1,0,10983,0,0,0,13,7,158,4,832,0,3,2.0,109830,0
31,4,1,1,0,24353,1,0,0,27,7,345,3,100,0,3,2.0,267883,0
34,1,1,1,0,4869,1,0,0,27,7,345,2,253,0,3,1.0,68166,0
30,4,0,2,0,29283,1,0,0,18,1,177,2,757,0,3,2.0,292830,0
33,1,1,1,0,14639,1,0,2,15,7,345,1,662,0,3,1.0,190307,0
31,1,2,1,0,77538,1,0,2,15,7,152,2,332,0,3,1.0,852918,0
34,1,1,0,0,80886,1,0,0,27,7,121,1,609,0,3,1.0,1132404,0
32,2,1,2,0,53093,0,0,2,30,7,152,2,120,0,3,2.0,637116,0
32,9,0,2,0,72783,0,1,0,7,4,43,2,643,0,3,2.0,873396,0
34,1,2,1,0,62387,0,0,0,29,5,158,1,364,0,3,2.0,873418,0
34,1,1,1,0,21190,1,0,0,17,7,82,1,41,1,0,1.0,296660,82
43,2,0,1,0,58207,1,1,0,21,8,1319,2,527,0,3,0.0,1338761,0
34,4,1,1,0,18623,1,0,0,27,7,345,1,151,0,3,2.0,260722,0
35,9,1,1,0,27808,1,0,0,13,8,87,2,346,0,0,1.0,417120,0
40,0,2,1,0,88018,0,0,0,30,7,152,2,792,0,3,2.0,1760360,0
40,1,1,0,0,19197,1,0,0,3,8,126,1,613,2,1,1.0,383940,252
31,10,2,2,0,90912,0,0,0,30,2,101,1,817,2,2,3.0,1000032,202
29,4,1,3,0,68956,0,0,0,14,1,158,3,716,0,3,2.0,620604,0
32,6,1,2,0,56078,1,0,2,30,7,121,4,563,0,3,1.0,672936,0
49,7,1,1,0,2387,1,1,2,2,5,177,1,460,0,3,0.0,69223,0
36,3,1,0,0,87946,0,0,0,13,1,158,1,736,0,3,2.0,1407136,0
49,10,0,0,0,26933,0,0,0,26,2,177,1,757,0,3,3.0,781057,0
37,1,1,1,0,26679,1,0,0,7,4,271,4,36,0,3,1.0,453543,0
29,4,2,2,0,64470,1,0,2,16,7,259,2,18,0,3,2.0,580230,0
33,1,1,0,0,18265,1,0,0,27,7,1045,2,159,0,3,1.0,237445,0
35,9,2,2,0,45487,1,0,0,7,7,101,2,50,0,1,1.0,682305,0
30,9,1,1,0,57354,1,0,0,27,7,121,4,833,0,3,1.0,573540,0
31,1,2,1,0,53357,1,0,0,15,7,345,3,231,0,3,1.0,586927,0
36,7,0,1,0,94203,0,0,2,2,5,117,1,26,0,3,2.0,1507248,0
32,4,1,2,0,85354,1,0,0,20,8,158,3,614,0,0,2.0,1024248,0
48,9,1,3,0,71724,0,0,0,2,5,177,2,321,0,3,2.0,2008272,0
40,1,1,0,0,17643,0,0,2,2,5,152,2,471,0,3,2.0,352860,0
31,9,0,2,0,68466,1,0,2,23,7,87,2,7,0,3,1.0,753126,0
45,4,1,2,0,16109,1,0,0,21,8,101,3,363,1,0,2.0,402725,101
33,9,1,1,0,81477,1,0,0,27,7,345,1,294,0,3,1.0,1059201,0
57,4,0,2,0,3910,0,0,0,18,1,158,1,192,0,3,2.0,144670,0
33,4,1,2,0,89737,1,1,2,20,5,87,3,567,0,3,2.0,1166581,0
36,4,0,0,0,30082,0,0,0,21,8,158,2,464,0,3,2.0,481312,0
33,4,1,1,0,40346,1,0,0,21,8,87,1,12,0,0,2.0,524498,0
43,0,1,1,0,60227,1,0,1,21,8,826,1,76,0,0,2.0,1385221,0
48,4,1,2,0,44048,0,0,0,19,2,158,2,352,0,3,2.0,1233344,0
31,9,2,1,0,-3213,1,0,2,15,7,152,2,216,0,3,1.0,-35343,0
31,0,1,2,0,37560,1,0,0,20,0,121,4,659,0,3,2.0,413160,0
35,9,1,3,0,3278,1,0,2,30,7,158,1,134,0,3,1.0,49170,0
49,1,0,1,0,6904,0,0,0,17,4,271,2,145,0,3,2.0,200216,0
34,1,2,1,0,71370,1,0,2,15,7,345,1,640,0,3,1.0,999180,0
41,1,1,1,0,82082,1,0,2,23,7,152,2,685,0,3,1.0,1723722,0
29,3,1,0,0,68268,1,0,1,17,4,14,2,649,0,3,1.0,614412,0
32,1,2,1,0,-1031,1,0,0,8,0,126,4,468,0,3,1.0,-12372,0
30,8,2,2,0,10058,0,0,0,3,2,158,2,241,0,3,3.0,100580,0
43,5,1,0,0,39105,1,0,1,12,7,14,1,667,0,3,3.0,899415,0
35,9,2,1,0,31044,1,0,0,27,7,345,2,715,0,3,1.0,465660,0
29,4,1,2,0,42534,1,0,0,7,1,158,2,244,0,3,2.0,382806,0
34,1,2,1,0,12700,0,0,0,28,4,126,1,649,0,3,2.0,177800,0
27,9,1,1,0,72920,1,0,0,27,7,345,2,23,0,3,1.0,510440,0
36,4,0,2,0,-4348,0,0,0,18,1,158,2,149,0,3,2.0,-69568,0
30,4,1,2,0,78774,1,0,0,27,7,121,4,403,0,3,2.0,787740,0
60,10,2,2,0,4830,0,0,2,16,7,396,1,137,0,3,3.0,193200,0
35,4,1,1,0,64768,1,0,0,27,7,345,1,786,0,3,2.0,971520,0
27,1,1,0,0,96695,1,0,0,27,7,345,3,652,0,3,1.0,676865,0
30,7,2,2,0,41358,0,0,1,5,6,248,3,245,0,3,2.0,413580,0
31,9,0,1,0,80716,1,0,0,5,7,82,2,791,0,1,1.0,887876,0
31,9,0,1,0,81390,1,0,2,16,7,259,1,689,0,3,1.0,895290,0
34,7,1,1,0,27781,1,0,2,2,5,87,1,730,0,3,1.0,388934,0
32,1,2,1,0,88294,1,0,2,8,7,152,1,36,0,3,1.0,1059528,0
30,7,2,1,0,78266,1,0,2,15,7,345,1,34,0,3,1.0,782660,0
32,9,1,1,0,100067,1,0,0,3,0,104,2,292,0,1,1.0,1200804,0
32,1,1,1,0,6313,1,0,0,20,0,121,2,150,0,3,1.0,75756,0
46,3,1,0,0,11716,0,0,2,20,5,158,2,2,0,3,2.0,304616,0
31,1,1,0,0,41036,1,0,2,16,7,345,1,609,0,3,1.0,451396,0
30,9,2,1,0,49056,1,0,0,27,7,121,1,481,0,3,1.0,490560,0
60,7,0,1,0,16340,1,0,2,16,7,152,1,807,0,3,1.0,653600,0
35,1,1,1,0,82404,1,0,2,28,7,245,2,269,0,3,1.0,1236060,0
35,7,1,3,0,-781,1,0,0,28,7,695,1,643,0,0,1.0,-11715,0
43,7,1,1,0,29659,1,0,0,26,7,207,4,683,0,3,1.0,682157,0
43,6,1,1,0,45795,1,1,2,16,7,52,3,4,0,3,0.0,1053285,0
30,0,2,1,0,7004,1,0,2,2,5,184,1,801,0,3,2.0,70040,0
31,0,1,1,0,101069,1,0,0,27,7,1045,1,691,0,3,2.0,1111759,0
32,9,1,2,0,89054,0,0,0,7,4,271,1,584,0,3,2.0,1068648,0
33,4,1,2,0,17243,1,0,2,16,7,121,1,231,0,3,2.0,224159,0
31,9,1,1,0,78379,1,1,2,16,7,138,2,420,0,3,0.0,862169,0
31,9,2,1,0,19310,1,0,0,17,0,132,3,314,1,1,1.0,212410,132
31,4,1,1,0,42474,1,0,0,27,7,345,1,358,0,3,2.0,467214,0
33,2,2,1,0,58991,0,1,0,17,7,14,1,858,0,3,2.0,766883,0
36,0,1,1,0,95178,1,0,0,21,8,158,1,451,0,3,2.0,1522848,0
51,9,1,1,0,60682,1,1,0,8,4,158,4,616,0,3,0.0,1881142,0
48,10,2,2,0,32274,0,0,0,21,8,48,2,85,0,3,3.0,903672,0
31,4,2,2,0,45799,0,0,0,20,1,158,4,746,0,3,2.0,503789,0
30,4,2,2,0,-5728,0,0,1,17,10,158,1,68,0,3,2.0,-57280,0
33,1,1,0,0,58312,1,0,2,2,5,117,1,853,0,3,1.0,758056,0
30,4,1,2,0,42142,1,0,0,17,4,271,1,189,0,3,2.0,421420,0
30,4,2,2,0,91217,0,0,0,18,1,48,2,79,0,3,2.0,912170,0
43,9,0,2,0,14831,1,0,0,6,1,177,3,546,0,3,1.0,341113,0
32,9,2,2,0,27107,1,0,0,17,0,101,3,326,0,3,1.0,325284,0
32,7,1,1,0,59435,0,1,0,7,4,271,4,629,0,3,2.0,713220,0
30,0,2,1,0,72703,1,0,2,2,5,87,1,485,0,3,2.0,727030,0
45,2,1,2,0,78352,0,0,0,7,4,69,1,562,0,3,2.0,1958800,0
34,9,1,1,0,82544,1,0,0,27,7,345,2,527,0,3,1.0,1155616,0
29,4,1,2,0,36423,1,1,0,7,0,177,1,106,0,3,2.0,327807,0
33,4,1,1,0,22600,1,0,0,27,7,345,1,429,0,3,2.0,293800,0
34,0,2,1,0,101028,1,0,2,2,5,177,2,401,0,3,2.0,1414392,0
30,6,1,1,0,15241,0,1,1,8,4,271,1,319,0,3,2.0,152410,0
51,1,1,0,0,64778,1,0,0,18,1,72,1,26,0,3,1.0,2008118,0
35,9,1,1,0,17424,1,0,0,27,7,345,1,34,0,3,1.0,261360,0
29,0,1,2,0,9559,1,0,2,16,7,518,2,295,0,3,2.0,86031,0
31,7,2,2,0,98033,0,0,0,18,8,14,1,864,0,0,2.0,1078363,0
29,5,1,0,0,31946,0,0,2,16,7,152,2,31,0,3,3.0,287514,0
56,10,0,1,0,10174,0,1,2,8,7,152,2,174,0,3,3.0,366264,0
58,9,2,1,0,-6488,0,0,0,13,2,14,3,252,0,3,2.0,-246544,0
34,4,1,2,0,87885,1,0,2,20,5,184,3,241,0,3,2.0,1230390,0
33,1,1,0,0,29581,1,0,2,16,7,345,1,556,0,3,1.0,384553,0
31,0,1,2,0,20049,1,0,2,15,7,152,2,255,0,3,2.0,220539,0
34,4,1,1,0,96455,1,0,0,27,7,345,1,275,0,3,2.0,1350370,0
31,0,1,1,0,36986,0,1,0,18,1,158,3,660,0,3,2.0,406846,0
37,7,1,1,0,37807,0,1,0,20,4,158,2,760,0,3,2.0,642719,0
36,2,1,1,0,12138,0,0,2,2,5,158,3,551,0,3,2.0,194208,0
34,9,1,1,0,2919,1,0,0,27,7,345,1,462,0,3,1.0,40866,0
30,4,1,2,0,35413,0,0,0,18,1,158,1,614,0,3,2.0,354130,0
34,9,2,1,0,63880,1,0,2,15,7,345,2,111,0,3,1.0,894320,0
45,4,1,3,0,70626,0,0,0,17,0,101,2,199,0,3,2.0,1765650,0
31,4,0,2,0,74309,1,0,0,12,8,87,1,764,0,0,2.0,817399,0
30,4,1,2,0,37209,1,0,0,12,0,351,1,418,0,0,2.0,372090,0
35,5,1,1,0,85781,0,0,0,28,7,132,1,548,0,0,3.0,1286715,0
37,6,1,0,0,69588,1,0,2,15,7,152,3,624,0,3,1.0,1182996,0
32,0,1,1,0,25374,1,1,0,18,8,158,4,796,0,3,2.0,304488,0
37,9,1,1,0,71141,0,0,2,2,5,177,2,636,0,3,2.0,1209397,0
29,2,1,1,0,92424,0,0,1,28,3,158,1,588,0,3,2.0,831816,0
57,10,0,3,0,94306,0,0,0,30,1,158,2,804,0,3,3.0,3489322,0
60,8,1,3,0,16651,1,0,2,16,7,396,1,31,0,3,3.0,666040,0
36,1,1,1,0,49799,0,0,1,17,0,121,2,836,0,2,2.0,796784,0
43,9,0,1,0,36998,0,1,0,4,1,158,3,561,0,3,2.0,850954,0
35,4,1,2,0,3702,0,0,0,18,1,158,1,37,0,3,2.0,55530,0
42,9,1,1,0,54761,1,0,2,16,7,259,1,795,0,3,1.0,1204742,0
34,9,1,1,0,96438,1,0,0,27,7,345,2,296,0,3,1.0,1350132,0
31,1,1,0,0,80179,1,0,0,8,0,101,1,852,2,0,1.0,881969,202
36,1,1,0,0,34320,0,0,0,3,5,158,2,808,0,3,2.0,549120,0
43,0,1,2,0,64894,1,0,0,21,8,87,1,763,0,3,2.0,1492562,0
31,4,1,1,0,37310,1,0,0,27,7,345,1,550,0,3,2.0,410410,0
31,1,1,1,0,71504,1,0,0,12,7,658,2,868,2,0,1.0,786544,1316
32,8,2,1,0,-2886,1,0,0,27,7,245,2,262,0,3,3.0,-34632,0
30,0,1,1,0,99195,1,0,2,26,7,152,1,656,0,3,2.0,991950,0
35,9,1,2,0,-3409,1,0,0,18,8,147,1,229,0,3,1.0,-51135,0
30,4,2,1,0,63915,0,0,2,20,5,64,2,257,0,3,2.0,639150,0
32,8,2,1,0,35400,1,0,0,20,9,101,3,840,0,1,3.0,424800,0
34,4,1,2,0,68643,1,0,0,8,0,87,1,117,0,0,2.0,961002,0
31,9,2,1,0,58277,0,1,0,8,4,154,4,530,0,3,2.0,641047,0
29,0,1,1,0,49891,1,0,2,15,7,152,1,734,0,3,2.0,449019,0
33,0,0,1,0,99986,0,1,0,17,4,158,4,864,0,3,2.0,1299818,0
33,4,1,1,0,58465,0,0,0,18,1,158,3,486,0,3,2.0,760045,0
31,9,0,1,0,87159,1,1,2,16,7,658,2,570,0,3,0.0,958749,0
33,1,1,1,0,54337,1,1,2,16,7,152,1,335,0,3,0.0,706381,0
33,1,1,0,0,49632,0,0,0,26,1,158,2,209,0,3,2.0,645216,0
42,9,1,1,0,56033,0,1,0,4,2,101,2,502,0,3,2.0,1232726,0
34,4,1,1,0,22531,1,0,0,27,7,345,4,682,0,3,2.0,315434,0
36,3,1,0,0,18453,0,0,0,13,1,158,3,162,0,3,2.0,295248,0
48,5,1,0,0,59625,0,0,0,20,1,158,2,137,0,3,3.0,1669500,0
33,1,0,0,0,28165,1,0,2,23,7,259,1,436,0,3,1.0,366145,0
33,1,1,0,0,65936,1,1,2,16,7,152,1,559,0,3,0.0,857168,0
32,0,1,1,0,76014,1,0,0,19,8,87,1,666,1,0,2.0,912168,87
34,1,1,1,0,3408,1,0,0,28,7,82,4,179,1,0,1.0,47712,82
33,1,2,1,0,18686,1,0,2,15,7,345,3,405,0,3,1.0,242918,0
48,10,1,1,0,51363,0,0,0,21,8,158,2,654,0,3,3.0,1438164,0
32,4,2,2,0,96265,0,0,0,30,3,158,4,652,0,3,2.0,1155180,0
37,3,1,0,0,31969,0,0,2,20,5,64,1,529,0,3,2.0,543473,0
35,7,1,3,0,1689,0,0,0,28,4,104,3,711,1,3,2.0,25335,104
32,7,1,1,0,30394,0,0,0,11,2,101,2,603,0,0,2.0,364728,0
48,5,1,1,0,9412,0,0,0,17,9,158,1,200,0,3,3.0,263536,0
34,1,1,1,0,9678,1,0,2,16,7,259,1,812,0,3,1.0,135492,0
31,9,1,1,0,49252,0,1,2,30,5,67,2,673,0,3,2.0,541772,0
48,1,1,0,0,50240,0,0,1,3,2,158,3,769,0,3,2.0,1406720,0
32,8,2,1,0,98739,0,0,0,14,4,101,1,257,1,0,3.0,1184868,101
31,1,1,1,0,-4685,1,0,0,27,7,345,1,138,0,3,1.0,-51535,0
31,1,1,1,0,75089,1,0,0,27,7,345,1,350,0,3,1.0,825979,0
49,3,1,0,0,90862,0,0,2,2,5,64,3,395,0,3,2.0,2634998,0
32,4,1,2,0,33522,1,0,0,7,7,207,1,781,2,0,2.0,402264,414
58,9,0,1,0,24705,1,0,2,2,5,87,3,17,0,3,1.0,938790,0
32,0,2,1,0,69700,1,0,0,20,0,87,2,858,1,0,2.0,836400,87
34,9,1,1,0,14076,1,0,0,27,7,345,1,74,0,3,1.0,197064,0
35,1,1,1,0,40647,1,0,0,27,7,345,1,619,0,3,1.0,609705,0
30,5,1,0,0,88032,0,0,0,3,5,826,1,396,0,3,3.0,880320,0
40,0,0,1,0,29432,1,1,2,6,7,152,1,228,0,3,2.0,588640,0
40,1,2,1,0,96313,0,0,0,6,5,87,1,687,1,1,2.0,1926260,87
31,9,0,1,0,22440,1,0,0,17,0,132,1,5,0,3,1.0,246840,0
60,5,1,1,0,35061,1,0,0,13,5,826,2,116,0,3,3.0,1402440,0
35,1,1,1,0,14636,1,0,0,27,7,345,3,526,0,3,1.0,219540,0
35,4,1,2,0,-94,1,0,0,21,8,87,2,292,0,3,2.0,-1410,0
31,1,1,0,0,28901,0,0,0,5,0,189,2,260,0,3,2.0,317911,0
41,6,1,0,0,88156,0,0,2,30,5,177,1,229,0,3,2.0,1851276,0
29,2,1,1,0,38017,1,0,2,28,7,345,4,555,0,3,1.0,342153,0
28,4,2,2,0,7311,0,1,0,18,8,158,3,612,0,3,2.0,58488,0
40,0,1,1,0,27268,1,1,2,16,7,152,3,171,0,3,2.0,545360,0
35,9,0,1,0,32070,1,0,0,27,7,345,1,823,0,3,1.0,481050,0
37,1,1,1,0,90906,1,0,0,27,7,1045,2,814,0,3,1.0,1545402,0
40,3,1,0,0,83310,0,0,0,7,4,158,2,855,0,3,2.0,1666200,0
46,10,0,0,0,28152,0,0,0,17,5,177,1,739,0,3,3.0,731952,0
30,2,1,2,0,31492,1,0,2,23,7,152,4,128,0,3,1.0,314920,0
32,7,1,0,0,58234,1,0,2,15,7,345,1,57,0,3,1.0,698808,0
36,2,2,1,0,74325,0,0,0,17,4,158,2,125,0,3,2.0,1189200,0
51,3,2,1,0,13126,0,0,2,3,5,1074,3,355,0,3,2.0,406906,0
31,9,1,1,0,43292,1,0,2,20,5,87,2,307,0,3,1.0,476212,0
32,7,2,1,0,-5591,0,1,0,7,4,271,1,802,0,3,2.0,-67092,0
43,4,1,2,0,95455,0,0,1,18,8,158,1,666,0,3,2.0,2195465,0
30,0,1,1,0,97980,1,0,2,26,7,245,1,691,0,3,2.0,979800,0
32,0,2,1,0,70919,0,0,0,12,0,101,1,651,0,3,2.0,851028,0
29,1,1,1,0,60515,1,0,2,15,7,152,1,247,0,3,1.0,544635,0
34,9,2,1,0,44178,0,0,2,2,5,87,2,260,0,3,2.0,618492,0
36,0,1,1,0,6933,0,0,1,2,5,177,2,870,0,3,2.0,110928,0
31,4,2,3,0,55075,1,0,0,27,7,121,4,141,0,3,2.0,605825,0
30,8,2,1,0,8869,0,0,0,9,1,158,2,625,0,3,3.0,88690,0
32,0,1,1,0,70959,1,0,0,28,8,101,1,114,0,0,2.0,851508,0
40,1,1,1,0,36806,1,0,2,30,3,126,1,318,0,3,1.0,736120,0
30,7,1,1,0,98962,1,0,0,4,1,158,3,659,0,3,1.0,989620,0
35,5,1,1,0,44658,0,0,0,30,0,14,1,534,2,0,3.0,669870,28
34,1,1,1,0,21684,1,0,2,15,7,152,2,456,0,3,1.0,303576,0
31,7,2,2,0,19352,1,0,2,15,7,345,1,595,0,3,1.0,212872,0
57,10,0,0,0,6264,0,0,0,19,8,87,2,674,0,0,3.0,231768,0
34,4,1,1,0,3148,1,0,0,27,7,345,3,32,0,3,2.0,44072,0
30,9,1,1,0,60254,1,0,0,17,4,271,4,560,0,3,1.0,602540,0
29,1,1,0,0,35594,1,1,2,2,5,67,2,480,0,3,0.0,320346,0
32,3,1,0,0,16415,0,0,0,21,8,158,3,853,0,3,2.0,196980,0
49,0,1,3,0,-5066,0,0,0,28,2,101,2,782,0,0,2.0,-146914,0
30,2,1,3,0,15591,0,0,0,27,7,117,2,543,0,3,2.0,155910,0
37,1,1,1,0,87022,1,0,0,27,7,345,1,653,0,3,1.0,1479374,0
30,10,1,1,0,52601,0,0,0,26,8,158,3,394,0,3,3.0,526010,0
32,2,1,0,0,16982,0,0,0,17,0,126,1,665,0,3,2.0,203784,0
39,1,1,1,0,37567,1,0,2,26,7,121,1,706,0,3,1.0,713773,0
32,9,1,2,0,14608,1,0,0,17,0,24,1,247,2,0,1.0,175296,48
32,0,1,1,0,47996,1,0,0,20,0,87,2,55,1,0,2.0,575952,87
35,9,0,1,0,97917,1,0,0,4,1,177,2,353,0,3,1.0,1468755,0
29,10,2,3,0,47755,0,0,0,2,8,826,2,93,0,3,3.0,429795,0
36,2,1,2,0,56213,1,0,0,21,8,177,1,830,0,3,1.0,899408,0
31,4,1,2,0,35242,0,0,0,8,1,158,3,240,0,3,2.0,387662,0
31,4,2,2,0,92474,1,0,0,27,7,121,3,374,0,3,2.0,1017214,0
34,1,0,1,0,4471,1,0,0,5,0,87,2,530,0,3,1.0,62594,0
31,1,1,0,0,85690,0,1,0,4,1,158,2,51,0,3,2.0,942590,0
31,7,1,1,0,73966,1,0,2,15,7,152,1,242,0,3,1.0,813626,0
48,8,1,3,0,32707,0,0,2,21,8,177,1,61,0,3,3.0,915796,0
31,9,2,2,0,70617,1,0,0,7,2,101,3,321,0,0,1.0,776787,0
37,4,1,2,0,48784,1,0,0,18,8,87,1,484,0,3,2.0,829328,0
37,0,2,1,0,82762,1,1,0,17,7,177,2,863,0,3,2.0,1406954,0
35,1,1,1,0,94741,1,0,0,30,7,126,2,40,0,3,1.0,1421115,0
30,1,1,1,0,16520,1,0,0,21,8,121,1,706,0,3,1.0,165200,0
30,7,2,1,0,-5720,0,0,2,2,5,67,2,699,0,3,2.0,-57200,0
37,1,1,0,0,63706,1,0,0,16,7,259,2,782,0,3,1.0,1083002,0
51,0,2,1,0,74258,0,1,0,28,4,66,2,391,0,3,2.0,2301998,0
34,7,1,1,0,38491,0,0,2,20,5,184,1,652,0,3,2.0,538874,0
29,7,1,0,0,48220,0,0,1,6,0,101,1,238,0,0,2.0,433980,0
32,9,1,2,0,47878,0,1,0,7,0,101,3,671,1,0,2.0,574536,101
49,7,1,3,0,64915,0,0,1,28,4,14,4,392,0,3,2.0,1882535,0
30,0,1,1,0,11406,1,0,2,16,7,259,1,337,0,3,2.0,114060,0
30,2,1,2,0,-6392,0,0,0,30,5,177,1,331,0,0,2.0,-63920,0
60,5,1,1,0,96343,0,0,0,18,1,158,2,781,0,3,3.0,3853720,0
31,9,1,1,0,43542,1,0,0,27,7,345,2,203,0,3,1.0,478962,0
36,3,2,1,0,15019,1,1,2,2,5,612,1,289,0,3,0.0,240304,0
32,0,1,1,0,40968,0,1,0,7,4,271,1,42,0,3,2.0,491616,0
37,1,1,0,0,88961,1,0,2,20,5,184,3,81,0,3,1.0,1512337,0
31,0,1,1,0,60919,1,0,0,20,0,126,1,159,1,2,2.0,670109,126
35,9,2,1,0,75352,1,0,0,27,7,121,3,357,0,3,1.0,1130280,0
30,7,1,1,0,10022,1,0,2,16,7,152,1,36,0,3,1.0,100220,0
34,1,1,0,0,48008,1,0,0,27,7,345,2,780,0,3,1.0,672112,0
42,4,1,2,0,197,1,1,0,4,2,14,2,722,0,3,2.0,4334,0
47,1,1,1,0,8358,1,0,2,15,7,345,1,632,0,3,1.0,225666,0
31,9,0,1,0,19925,0,1,0,7,4,271,4,8,0,3,2.0,219175,0
31,1,1,1,0,29442,1,0,1,28,4,271,4,810,0,3,1.0,323862,0
30,2,1,2,0,41155,1,0,0,17,0,158,1,363,0,3,1.0,411550,0
30,4,2,2,0,83070,0,0,0,17,1,158,3,512,0,3,2.0,830700,0
31,3,1,0,0,73412,0,1,0,17,7,14,4,374,0,3,2.0,807532,0
30,7,2,1,0,14733,1,0,2,15,7,152,3,84,0,3,1.0,147330,0
37,5,1,1,0,11437,1,0,0,17,7,207,2,652,1,0,3.0,194429,207
43,1,1,1,0,91369,0,0,0,21,8,158,1,435,0,3,2.0,2101487,0
33,4,0,0,0,52684,0,0,0,20,4,14,1,278,0,3,2.0,684892,0
33,4,1,1,0,80453,1,0,2,2,5,87,3,383,0,3,2.0,1045889,0
49,1,1,1,0,62726,1,0,0,27,7,345,1,27,0,3,1.0,1819054,0
32,9,2,1,0,17216,0,0,0,18,1,158,3,509,0,0,2.0,206592,0
33,1,1,0,0,31110,0,0,0,7,4,69,2,207,0,3,2.0,404430,0
33,4,2,2,0,83618,0,1,0,21,8,158,3,595,0,3,2.0,1087034,0
34,4,2,2,0,23492,1,0,2,15,7,658,2,498,0,3,2.0,328888,0
53,10,1,0,0,61497,1,0,0,21,8,87,1,145,0,3,3.0,2029401,0
34,4,1,1,0,52133,1,0,0,21,8,177,1,396,0,3,2.0,729862,0
34,4,2,2,0,11581,1,0,0,30,2,104,2,368,0,1,2.0,162134,0
34,0,0,1,0,16135,1,0,2,15,7,345,3,726,0,3,2.0,225890,0
30,4,1,3,0,34477,0,0,0,17,0,826,1,391,1,0,2.0,344770,826
31,1,1,1,0,36272,1,0,0,27,7,345,1,601,0,3,1.0,398992,0
30,9,2,3,0,95078,1,0,2,15,7,152,1,589,0,3,1.0,950780,0
31,1,1,0,0,11067,1,1,0,17,0,101,1,202,0,3,0.0,121737,0
30,9,1,1,0,-1668,0,1,0,8,1,177,2,37,0,3,2.0,-16680,0
31,1,0,2,0,50043,1,0,2,23,7,259,1,139,0,3,1.0,550473,0
31,0,2,1,0,74258,0,1,0,13,1,158,3,804,0,3,2.0,816838,0
29,5,1,0,0,75748,0,0,0,14,4,158,1,548,0,3,3.0,681732,0
34,1,1,1,0,37609,1,0,0,27,7,345,1,841,0,3,1.0,526526,0
31,2,2,1,0,-3136,0,0,0,17,7,14,1,43,0,3,2.0,-34496,0
33,1,1,1,0,69377,1,0,0,27,7,345,2,565,0,3,1.0,901901,0
30,1,1,1,0,23966,1,1,0,27,7,189,1,507,0,3,0.0,239660,0
29,1,1,0,0,68802,0,0,2,2,5,67,3,804,0,3,2.0,619218,0
32,4,1,2,0,26757,0,0,0,21,8,158,2,394,0,3,2.0,321084,0
37,4,0,0,0,74033,1,0,0,14,4,271,1,484,0,3,2.0,1258561,0
36,4,1,2,0,50452,0,0,0,9,1,158,2,869,0,3,2.0,807232,0
31,7,0,1,0,50969,1,0,0,16,7,345,1,451,0,3,1.0,560659,0
31,9,1,1,0,73316,1,1,2,16,7,152,2,26,0,3,0.0,806476,0
32,7,2,1,0,8264,1,0,0,12,7,1182,1,294,0,0,1.0,99168,0
33,1,1,1,0,32029,1,0,2,2,5,117,2,51,0,3,1.0,416377,0
31,9,1,1,0,-5399,1,0,1,3,0,826,1,210,0,1,1.0,-59389,0
41,3,1,1,0,69975,1,0,0,27,7,14,2,783,0,3,1.0,1469475,0
34,9,1,1,0,91470,1,0,2,16,7,121,2,112,0,3,1.0,1280580,0
30,4,1,2,0,46409,0,0,0,7,4,271,3,198,0,3,2.0,464090,0
48,9,1,1,0,38321,1,0,0,18,7,14,3,37,0,3,1.0,1072988,0
27,1,1,0,0,-4022,1,0,2,26,7,121,3,166,0,3,1.0,-28154,0
53,1,1,0,0,5110,0,0,0,4,0,658,2,360,0,0,2.0,168630,0
35,1,1,1,0,35759,1,0,0,4,0,87,3,187,0,3,1.0,536385,0
30,2,2,1,0,91786,0,0,0,28,7,66,2,366,0,3,2.0,917860,0
31,4,2,2,0,96699,1,0,0,27,7,177,1,437,0,3,2.0,1063689,0
31,7,0,1,0,60625,0,0,0,27,7,14,1,576,1,1,2.0,666875,14
31,10,2,2,0,57782,0,0,0,4,2,158,2,36,0,3,3.0,635602,0
37,0,0,1,0,-3890,0,0,0,7,5,177,3,3,0,3,2.0,-66130,0
43,10,0,1,0,30585,0,0,0,4,1,158,2,620,0,3,3.0,703455,0
45,0,1,1,0,17146,0,0,0,15,4,158,2,188,0,3,2.0,428650,0
34,9,2,1,0,62730,0,1,0,27,7,121,2,471,0,3,2.0,878220,0
31,0,1,1,0,8305,1,0,2,16,7,345,1,762,0,3,2.0,91355,0
30,9,1,2,0,6193,1,0,2,16,7,121,1,194,0,3,1.0,61930,0
35,4,1,2,0,99517,1,0,0,18,1,158,3,806,0,3,2.0,1492755,0
43,0,1,1,0,59747,0,0,0,4,1,158,4,13,0,3,2.0,1374181,0
30,1,1,0,0,16929,0,1,0,27,7,121,1,289,0,3,2.0,169290,0
31,4,1,1,0,21983,1,0,0,27,7,345,1,641,0,3,2.0,241813,0
35,4,1,2,0,35091,1,0,0,8,7,345,1,203,0,3,2.0,526365,0
34,9,1,1,0,35714,1,0,0,27,7,345,1,823,0,3,1.0,499996,0
57,5,0,0,0,66418,0,0,2,20,5,177,2,665,0,3,3.0,2457466,0
60,10,1,0,0,22143,0,0,0,8,0,101,2,127,2,0,3.0,885720,202
35,9,1,2,0,53906,1,0,0,3,0,132,1,650,0,1,1.0,808590,0
