,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,score,an_income,pre_total_duration,stacking_f,stacking_o,stacking_s,stacking_u
13286,47,9,1,3,0,22390,1,0,0,28,4,138,1,822,0,1.0,604530,0,0.23769011795882466,0.27964662293227466,0.02929624354411195,0.4533670155648007
13287,40,7,1,3,0,82846,0,0,1,5,7,14,1,394,0,2.0,1656920,0,0.029082426573962122,0.02161796903003816,0.020773545091520552,0.9285260593044765
13288,39,4,2,2,0,92845,1,0,0,5,7,82,2,843,0,2.0,1764055,0,0.5518448987067303,0.20967307012883787,0.03767810168419991,0.20080392948022396
13289,35,9,1,1,0,81392,1,0,0,27,7,345,1,630,0,1.0,1220880,0,0.0006538446593278152,-0.0008346498623710147,-0.0008158565472415891,1.0009966617502852
13290,34,0,1,2,0,96339,0,0,2,20,5,87,1,240,0,2.0,1348746,0,0.002800371343539526,0.0020417967202397275,0.0028781224906330484,0.9922797094455873
13291,43,0,0,1,0,28661,1,1,0,4,0,101,1,627,0,2.0,659203,0,0.2263012160753602,0.02888130924363132,-0.006707067862165586,0.7515245425432017
13292,34,1,2,1,0,101800,1,0,0,30,7,126,2,403,0,1.0,1425200,0,0.049964043189727324,0.060211509462682306,0.01875251070518943,0.8710719366423918
13293,31,6,2,2,0,73965,0,0,0,21,8,158,1,96,0,2.0,813615,0,0.006169237069205788,-0.0013753583686009277,0.001399682236552506,0.9938064390628423
13294,40,7,1,1,0,87014,1,0,0,13,2,101,1,402,0,1.0,1740280,0,0.7432845569756962,0.024667726858779288,0.028346764970115953,0.203700951195406
13295,37,9,1,1,0,13136,1,0,0,17,4,271,1,140,0,1.0,223312,0,0.002525677340570562,-0.0009051179286888589,0.0003417673755550382,0.9980376732125633
13296,58,4,2,2,0,13275,0,0,0,18,1,158,2,271,0,2.0,504450,0,0.0020239687037614806,4.556535804105255e-05,0.0009413420637872892,0.9969891238744094
13297,32,10,1,1,0,5421,1,0,0,11,7,82,1,390,0,3.0,65052,0,0.6770786911609303,0.22706000731998463,0.019702689905944124,0.07615861161317661
13298,33,1,1,0,0,31239,1,0,0,27,7,345,1,507,0,1.0,406107,0,0.000740249328037873,-0.001739181510773763,-0.0002482066132008347,1.0012471387959363
13299,42,9,1,1,0,4880,1,0,0,16,7,259,2,211,0,1.0,107360,0,0.03764015067568642,-0.0004074124790300615,0.004366500521854172,0.9584007612814855
13300,33,4,1,2,0,75842,1,0,2,15,7,345,1,456,0,2.0,985946,0,0.00014752093832913482,-0.000776780293483402,-0.0006275770569438045,1.0012568364120986
13301,32,6,2,1,0,6004,0,0,0,9,0,248,1,453,2,2.0,72048,496,0.31657437398434773,0.04010416996698345,0.6241979520700411,0.019123503978615064
13302,46,2,1,2,0,38071,0,0,2,20,5,177,2,201,0,2.0,989846,0,0.0009743368672748415,0.0009239567984290625,0.0008259451740580612,0.9972757611602368
13303,33,0,1,1,0,-795,1,0,0,27,7,345,1,84,0,2.0,-10335,0,0.00012268486996346029,-1.8888343049174028e-05,0.0003896129268568978,0.9995065905462283
13304,49,1,2,1,0,6414,0,0,0,14,4,69,3,477,0,2.0,186006,0,0.005640820512882824,0.0031088883143020364,0.0020525609486953724,0.989197730224118
13305,31,1,1,1,0,43152,1,0,0,7,4,271,1,284,0,1.0,474672,0,0.006402555442135194,0.005146399851994676,0.002175189062917998,0.9862758556429524
13306,34,4,2,1,0,97388,1,0,0,27,7,345,1,749,0,2.0,1363432,0,0.0005082794162130783,-0.0013523677205729695,-0.0003074843008274708,1.001151572605187
13307,30,6,1,1,0,68907,1,0,0,21,8,87,1,259,0,1.0,689070,0,0.13958892269640955,0.02834369343576836,0.015073859491249838,0.8169935243765607
13308,40,4,2,2,0,95923,0,0,1,14,3,158,4,476,0,2.0,1918460,0,-0.0001752591810016274,0.004013219948594025,0.00048586382445470547,0.9956761754079536
13309,34,1,1,1,0,6262,1,0,2,16,7,138,1,623,0,1.0,87668,0,0.0005011842733227134,-0.000412333552523618,0.0008318652108160393,0.9990792840683859
13310,34,1,2,1,0,1296,1,0,0,28,0,259,4,680,0,1.0,18144,0,0.21223899330995113,0.11479113661754328,0.023057741740077794,0.6499121283325022
13311,31,0,0,1,0,86718,1,0,2,16,7,658,2,196,0,2.0,953898,0,0.003300133504158753,0.007679251913837039,0.005111340649851234,0.9839092739321542
13312,34,1,1,1,0,88503,1,0,2,20,5,134,1,255,0,1.0,1239042,0,0.007150801555255729,0.003950269199962803,0.0038374228759989974,0.9850615063687821
13313,34,1,1,0,0,97327,1,1,2,16,7,152,1,461,0,0.0,1362578,0,0.0007090366626659461,-0.0012874012934406855,-0.0005215866433753331,1.0010999512741499
13314,39,9,1,1,0,22563,0,0,0,28,3,101,3,516,0,2.0,428697,0,0.8156646968969422,0.05982832393313159,0.011919225992071998,0.1125877531778473
13315,34,9,2,1,0,73624,1,0,2,26,7,345,2,499,0,1.0,1030736,0,-0.00012941800248682245,-0.0011248871471106967,-0.0004817723077242854,1.0017360774573216
13316,37,4,2,2,0,77799,0,0,0,30,5,177,1,250,0,2.0,1322583,0,0.0056606413773070685,0.013460562278162037,0.0174120610411359,0.9634667353033975
13317,34,1,1,1,0,-1141,1,0,2,15,7,345,2,84,0,1.0,-15974,0,0.00021030520732176483,-0.0013363356823222969,-0.00030048051578340437,1.0014265109907836
13318,30,8,2,3,0,99271,0,0,0,14,0,101,1,852,0,3.0,992710,0,0.742714485264513,0.012310750525977632,0.020973128333934665,0.22400163587557242
13319,30,0,2,1,0,62455,1,0,2,15,7,152,1,164,0,2.0,624550,0,-0.0001991786256774486,-0.0013694341861227519,-8.753395406644812e-05,1.0016561467658662
13320,31,9,1,1,0,26609,1,0,2,2,5,87,1,387,0,1.0,292699,0,0.009850525208219399,0.01164621268221911,0.001107602376388267,0.9773956597331738
13321,32,0,1,1,0,89568,1,0,0,20,5,826,2,789,0,2.0,1074816,0,0.19499411339923212,0.09305336202061108,0.022134378314670307,0.6898181462655106
13322,35,4,1,2,0,20336,1,0,0,21,8,87,1,579,0,2.0,305040,0,0.3756697684753065,0.04433493875945733,0.014574409030322963,0.5654208837349
13323,33,9,1,3,0,35442,0,0,2,15,7,152,1,337,0,2.0,460746,0,0.0009399689061143357,-0.0005420042663401917,0.0008267149978464713,0.9987753203623793
13324,37,7,1,1,0,71675,0,1,0,20,1,177,1,275,0,2.0,1218475,0,0.0021673400214974187,0.0002629549753293131,-0.0007546402932319639,0.9983243452964059
13325,40,10,1,1,0,35711,1,0,0,8,0,24,1,542,1,3.0,714220,24,0.9924277240221845,-0.004905205037429215,0.0027543951978740624,0.009723085817365251
13326,30,7,1,1,0,14690,1,0,0,27,7,82,3,82,0,1.0,146900,0,0.15128495354829877,0.011642223988311839,-0.0005134955950044338,0.8375863180583933
13327,32,7,2,3,0,38142,1,0,0,5,7,14,2,797,0,1.0,457704,0,-0.0425699811628663,0.17514823511761285,0.06007606686351272,0.8073456791817363
13328,37,4,1,2,0,58976,0,0,0,30,7,153,2,233,0,2.0,1002592,0,0.009612103047194884,-0.0004641801271341138,0.01272307327627929,0.978129003803659
13329,32,9,2,1,0,73092,0,0,1,6,2,101,2,610,1,2.0,877104,101,0.75137787145911,0.20449190947552015,0.06762176697506898,-0.023491547909706978
13330,40,1,1,1,0,63752,1,0,2,15,7,152,1,566,0,1.0,1275040,0,0.00035562222781662656,-0.00109842827140854,0.0004866014736094257,1.0002562045699819
13331,34,9,0,1,0,-1034,1,0,0,21,8,121,2,399,0,1.0,-14476,0,0.0013840332644316639,0.04238887632682131,0.009602101227780664,0.9466249891809646
13332,34,7,1,1,0,61821,1,0,2,15,7,345,1,219,0,1.0,865494,0,-0.00010449197916904962,-0.0009013957287490604,0.00014070866748633337,1.0008651790404313
13333,30,7,1,2,0,10668,0,1,0,28,4,158,4,662,0,2.0,106680,0,0.003934289120027107,0.0003505905840200593,-0.0003609255083062493,0.9960760458042581
13334,32,0,1,1,0,27569,0,0,1,6,3,158,1,308,0,2.0,330828,0,0.009039376245727967,0.01286166369992484,0.004591783005317287,0.9735071770490267
13335,34,9,2,1,0,84265,1,1,2,26,7,121,1,869,0,0.0,1179710,0,0.01486861642231567,-0.008291683977444859,-0.00025771747771877185,0.9936807850328372
13336,31,1,2,1,0,61468,1,1,0,30,0,826,2,674,0,0.0,676148,0,0.1818265345519287,0.11919156250501906,0.03606198854755237,0.6629199143954918
13337,31,9,1,1,0,88309,0,1,2,30,7,152,1,622,0,2.0,971399,0,0.00087318894390985,0.0006840870098935165,-0.00012273888435740746,0.9985654629305535
13338,27,9,1,1,0,19100,1,0,0,27,7,345,1,178,0,1.0,133700,0,0.0009338425207645884,-0.0008605481835573317,-0.00026498220432290276,1.0001916878671149
13339,33,4,1,1,0,56509,0,0,2,23,7,345,3,645,0,2.0,734617,0,0.0003379076882499693,-0.001397010148443633,-0.00013514648948022984,1.0011942489496737
13340,32,1,1,1,0,56060,1,0,0,7,4,271,1,266,0,1.0,672720,0,0.008367879843773823,0.004905102157267839,0.0037185331653908985,0.9830084848335645
13341,37,4,1,2,0,60324,0,0,0,12,2,101,2,51,1,2.0,1025508,101,0.6795138706023239,0.04233209713933923,0.28438556678762583,-0.006231534529295035
13342,31,1,1,0,0,25021,1,0,2,15,7,345,1,496,0,1.0,275231,0,0.0014660503361942773,-0.0011509118793105039,-0.00019345149295102795,0.9998783130360671
13343,37,4,1,2,0,96658,0,0,0,21,8,158,1,781,0,2.0,1643186,0,0.008935831790262722,-0.0032803204089499813,0.0007938510517607224,0.9935506375669265
13344,35,9,2,1,0,55498,1,0,0,12,7,24,1,779,0,1.0,832470,0,0.8888788457241159,0.06347601101925579,0.008671780398545052,0.038973362858094496
13345,30,0,2,1,0,91408,0,0,0,8,0,158,3,739,0,2.0,914080,0,0.023833940626342864,0.012671515079985554,0.0018756118752849358,0.961618932418381
13346,31,1,1,0,0,64055,1,1,0,18,1,158,2,83,0,0.0,704605,0,-0.005284494513922683,-0.005507503632421494,-0.011122267974577563,1.021914266120922
13347,34,1,1,1,0,29354,1,0,2,15,7,345,1,396,0,1.0,410956,0,-0.000131726771054691,-0.0012299075211113508,2.5941376800099614e-05,1.0013356929153654
13348,31,7,0,1,0,100787,0,0,0,7,8,101,1,299,2,2.0,1108657,202,0.6892310778972455,0.08852048411821944,0.20244706516268152,0.019801372821823704
13349,30,4,1,2,0,-6834,0,0,0,7,8,101,2,514,2,2.0,-68340,202,0.8676322357424733,0.026558332544574556,0.09879962484932393,0.007009806863596202
13350,31,7,2,1,0,94916,1,0,0,17,0,82,1,228,1,1.0,1044076,82,0.6700726027522331,0.2832498978766919,0.058713395604613416,-0.012035896233543841
13351,33,1,1,0,0,23150,0,0,1,6,4,271,1,332,0,2.0,300950,0,0.0053645727208834065,0.0022513620954124694,0.0011631006741002654,0.9912209645096046
13352,59,5,1,1,0,23561,1,0,0,27,7,345,1,508,0,3.0,918879,0,0.0024593368763736884,-0.015998444770924495,-0.004491401971710017,1.0180305098662574
13353,36,4,1,1,0,39650,0,0,0,27,7,345,1,380,0,2.0,634400,0,0.0005781097137321917,-0.0010175877360263305,0.0001806068441722805,1.0002588711781213
13354,35,9,2,1,0,58347,0,0,0,3,2,177,3,55,0,2.0,875205,0,-0.0019610497741759797,0.028291064203168244,0.006604727284372416,0.9670652582866371
13355,37,1,1,1,0,59708,1,0,0,11,2,101,2,61,0,1.0,1015036,0,0.6791836565986497,0.09290877106878048,0.04264883397443029,0.18525873835814388
13356,27,4,1,2,0,16813,1,1,2,15,7,345,1,42,0,2.0,117691,0,0.0012044486402095766,-0.0019728410924273604,-0.00045249532420876815,1.0012208877764277
13357,35,4,1,2,0,45422,0,0,0,18,1,158,3,870,0,2.0,681330,0,0.00047336393847784153,0.001395859901586978,0.0029237157485707925,0.995207060411365
13358,31,4,1,2,0,31463,0,0,0,8,1,158,2,156,0,2.0,346093,0,0.009200871341679281,-0.015253293001921547,0.02651003472354562,0.9795423869366913
13359,42,9,1,2,0,63605,0,1,0,4,1,158,1,475,0,2.0,1399310,0,0.0015845854883637794,-0.00035720846389523594,-0.0008534901381931914,0.9996261131137253
13360,30,10,2,2,0,93284,0,0,0,18,1,158,1,661,0,3.0,932840,0,-0.006992022774914994,0.002387605618988115,0.0022675560189870554,1.002336861136939
13361,57,5,1,0,0,49066,0,0,0,7,5,158,1,413,0,3.0,1815442,0,0.01101784590826646,0.0015958816785004437,0.001976399482850612,0.9854098729303803
13362,30,6,1,2,0,74281,0,0,0,13,7,14,2,434,0,2.0,742810,0,0.007273958181644655,-0.004742103671233084,0.0004811051091311025,0.9969870403804547
13363,32,4,2,2,0,80517,1,0,0,21,5,87,2,316,0,2.0,966204,0,0.14984010606993878,0.08406690450952124,0.022466940847009242,0.7436260485735307
13364,49,7,0,1,0,96197,0,0,1,5,4,69,3,222,0,2.0,2789713,0,0.002621229708439421,0.019225883336849103,0.002039497555174831,0.9761133893995309
13365,30,4,2,2,0,97360,1,0,0,18,8,158,2,843,0,2.0,973600,0,-0.0002258776228565712,-0.000596988715881798,0.005522158371782557,0.9953007079669569
13366,34,9,2,1,0,41761,1,0,0,30,7,126,1,280,0,1.0,584654,0,0.06715929271004764,0.04911768166333313,0.011856937094102874,0.8718660885325055
13367,29,0,2,1,0,20508,1,0,0,27,7,345,1,99,0,2.0,184572,0,0.0010900416155013304,-0.0013770453511250044,-0.00030478343384489695,1.0005917871694678
13368,30,4,2,2,0,52630,1,0,1,3,0,101,2,202,0,2.0,526300,0,0.1476402689620851,0.07559552604887708,0.0064495762104872945,0.7703146287785353
13369,32,4,2,2,0,56764,1,0,0,28,4,271,4,100,0,2.0,681168,0,0.009582409325936528,0.004431095046158892,-0.0004904889818077053,0.9864769846097127
13370,31,7,1,1,0,63885,0,0,0,8,0,126,2,74,2,2.0,702735,252,0.5338814839875174,0.1248275080657622,0.364174860154532,-0.022883852207819855
13371,32,6,2,1,0,47916,1,0,1,26,2,14,1,842,0,1.0,574992,0,0.039886291334107385,0.05508209482030077,0.040903928458960306,0.8641276853866285
13372,32,2,1,2,0,28982,1,0,2,6,7,152,2,775,0,1.0,347784,0,0.014528832619251572,0.00933583841745048,0.002073808589581807,0.9740615203737114
13373,30,10,2,2,0,89799,1,0,0,12,0,101,2,36,0,3.0,897990,0,0.6161218848358958,0.06545928312084982,0.012975399882164031,0.3054434321611237
13374,46,0,1,1,0,20914,0,0,2,2,5,1133,3,569,0,2.0,543764,0,-0.0018642865691450433,0.0026298756854355593,-0.0008060783189931878,1.0000404892027033
13375,30,7,2,1,0,68030,0,1,0,27,7,121,1,536,0,2.0,680300,0,0.012850140721484563,-0.004014990337033172,-0.000488871832807658,0.9916537214483505
13376,33,4,1,2,0,14954,1,0,0,17,0,132,1,861,0,2.0,194402,0,0.1597615289307467,0.10666396283054688,0.041424303769084875,0.6921502044696579
13377,57,10,1,1,0,-1788,0,0,2,20,5,177,1,692,0,3.0,-66156,0,0.0009839030867652976,-0.0006472669871641253,3.413106370940902e-05,0.9996292328366889
13378,31,1,1,1,0,82130,1,0,2,16,7,658,2,808,0,1.0,903430,0,-0.0060297297434180885,0.010421895166500168,0.003228857334633368,0.992378977242285
13379,30,8,2,2,0,80182,0,0,1,6,6,158,1,41,0,3.0,801820,0,0.010532888800191709,0.008223810393241222,0.0005347044632713627,0.9807085963432959
13380,31,9,1,1,0,64056,1,0,0,27,7,345,2,28,0,1.0,704616,0,0.0011612514129434592,-0.0001486116139611908,4.136089287822692e-05,0.9989459993081388
13381,42,4,1,2,0,52005,1,0,0,28,7,101,4,102,0,2.0,1144110,0,0.9111192570844776,0.050668226867347024,-0.0034405578668409535,0.041653073915015826
13382,32,4,2,2,0,66842,1,0,0,21,8,14,3,423,0,2.0,802104,0,-0.007927844148602675,0.037999541821270355,0.01833656102258938,0.9515917413047393
13383,30,0,1,1,0,15332,0,0,0,18,1,158,3,751,0,2.0,153320,0,0.001646726441418847,-0.0005647661797817463,7.451814835814433e-05,0.998843521590004
13384,34,1,1,1,0,21838,1,0,0,27,7,121,1,574,0,1.0,305732,0,0.01289794577028186,0.010796113696383978,0.0028075769172079806,0.9734983636161246
13385,31,1,2,1,0,39897,1,0,0,17,7,82,2,484,1,1.0,438867,82,0.7362796483454473,0.19640929375360372,0.06477132460132495,0.002539733299614433
13386,30,1,1,1,0,97763,1,0,0,27,7,121,1,496,0,1.0,977630,0,0.014263120821128239,-0.0003171219088222779,-0.00010546449107962444,0.9861594655787711
13387,31,1,2,1,0,79997,1,0,2,15,7,152,2,655,0,1.0,879967,0,-0.00017072012177908602,-0.0004260689608178263,0.0005969399407828764,0.9999998491418135
13388,35,9,2,2,0,6901,0,0,0,7,4,271,4,182,0,2.0,103515,0,0.002200281927997247,0.0011091447183729647,-0.00034162981556673175,0.9970322031691959
13389,33,9,1,1,0,92030,1,0,2,16,7,345,3,26,0,1.0,1196390,0,0.00033866929508083454,-0.0006860346053485442,-6.281600339302917e-06,1.0003536469106065
13390,47,9,1,1,0,25897,1,1,2,2,5,87,3,489,0,0.0,699219,0,0.0011241645233402986,0.002102318469591292,0.0005446792021212253,0.9962288378049464
13391,33,1,1,1,0,8307,1,0,2,15,7,245,2,309,0,1.0,107991,0,0.0016775706850189337,0.002714642566769194,0.0022610605390139538,0.9933467262091976
13392,31,0,2,1,0,56288,0,0,0,28,7,101,1,251,0,2.0,619168,0,0.882234234487998,0.07618378634139074,0.003724735340324541,0.03785724383028921
13393,35,9,1,1,0,4046,0,0,0,17,1,158,2,177,0,2.0,60690,0,0.003922447228065326,1.0774840671384789e-05,-0.00018894327588093313,0.9962557212071433
13394,33,1,1,0,0,46271,0,0,2,20,5,117,2,335,0,2.0,601523,0,-0.0004104810177053414,0.0023657151807022006,0.00045370456673204246,0.9975910612702718
13395,37,1,1,0,0,43749,1,0,0,11,5,177,3,621,0,1.0,743733,0,0.013913349691813029,0.01943333567251137,0.01214566021737775,0.954507654418302
13396,34,9,2,1,0,27241,1,0,0,12,7,345,2,110,0,1.0,381374,0,-0.0024845420444987026,0.0020132305254192163,0.002657834200147799,0.9978134773189313
13397,32,4,2,2,0,63302,0,0,0,3,0,101,1,325,0,2.0,759624,0,0.44201911264210003,0.13431515252951504,0.01401182322131539,0.40965391160708364
13398,31,1,1,1,0,100160,1,0,2,26,7,245,1,68,0,1.0,1101760,0,0.006276078149784287,0.002487568513076764,0.0013741814657551414,0.9898621718713851
13399,31,0,1,1,0,62636,0,1,0,6,1,158,1,543,0,2.0,688996,0,0.002969423473932198,0.0015971069052555034,-0.0007744546864408598,0.996207924307253
13400,34,0,1,1,0,82947,0,0,2,2,5,117,2,626,0,2.0,1161258,0,0.00037979642394884994,0.0014703857978604039,0.00014714811022183485,0.9980026696679695
13401,30,4,1,2,0,20651,1,0,0,8,4,158,1,542,0,2.0,206510,0,0.009253933089038963,-0.012001007268713323,-0.004397848551064107,1.007144922730741
13402,35,1,1,1,0,81666,1,0,0,27,7,345,1,432,0,1.0,1224990,0,0.0007095703322033131,-0.0005134901998458258,0.00038072907071402817,0.9994231907969279
13403,30,2,1,1,0,24583,1,1,2,16,7,152,1,40,0,0.0,245830,0,0.0005586629000468579,-0.0014133558427125784,-0.0005565962029224075,1.001411289145588
13404,35,1,1,1,0,-306,1,0,0,18,8,87,2,656,0,1.0,-4590,0,0.30957520244752496,0.0702313021804129,0.02829657076817165,0.5918969246038901
13405,36,1,1,0,0,-2025,1,0,0,15,7,1045,2,276,0,1.0,-32400,0,0.007104784961894289,0.002285750823717736,0.0016629984437985905,0.9889464657705898
13406,34,4,1,1,0,95442,1,0,0,27,7,345,1,629,0,2.0,1336188,0,0.00040969196378549955,-0.0008064024902435588,-0.0009278111320231847,1.0013245216584816
13407,48,9,1,3,0,4588,0,0,0,9,1,158,2,262,0,2.0,128464,0,0.00044495552270786,-0.0010308968857579426,-0.00011290838166442413,1.0006988497447142
13408,37,1,1,1,0,41682,1,0,0,20,0,72,2,763,0,1.0,708594,0,0.09425135145855727,0.01907661180933909,0.02368433190790073,0.8629877048242031
13409,30,1,2,1,0,74358,1,1,0,11,1,158,2,857,0,0.0,743580,0,0.016645489372756228,0.006335932800933038,-0.002275029273599613,0.9792936070999159
13410,30,2,1,2,0,7967,0,0,0,26,1,158,2,867,0,2.0,79670,0,0.0031780064989928025,-0.0011609166224581455,0.00037652840150549996,0.9976063817219591
13411,57,7,1,1,0,93089,1,0,2,2,5,87,2,286,0,1.0,3444293,0,-0.001139597465267983,0.017637956592487864,0.0017562165872744978,0.9817454242855036
13412,33,4,1,1,0,22803,1,0,0,27,7,345,1,134,0,2.0,296439,0,0.00019256629739251852,-0.0007326518587536454,-0.0008222881199501132,1.0013623736813118
13413,37,4,1,2,0,11564,0,0,0,15,0,158,2,850,0,2.0,196588,0,0.00845178636903024,0.007560103510402601,0.00833316015403834,0.9756549499665295
13414,31,4,1,1,0,11965,1,0,0,27,7,345,1,612,0,2.0,131615,0,0.00022697678552817402,-0.0006316797052356507,-0.0007352815598734297,1.0011399844795814
13415,58,4,1,3,0,26065,0,0,0,18,1,158,3,637,0,2.0,990470,0,-0.0006581129826715715,0.0006839412934480163,0.001396402613232331,0.9985777690759907
13416,29,0,1,1,0,53739,1,1,2,16,7,152,1,385,0,2.0,483651,0,0.0010075399424062242,-0.0012406942075028349,-0.0006126755355223869,1.0008458298006186
13417,48,0,2,1,0,59058,0,0,0,18,1,158,1,569,0,2.0,1653624,0,0.0035836123053445135,-0.0008069148263224052,0.00035958821135729374,0.9968637143096204
13418,57,5,0,0,0,59704,0,1,1,6,4,14,2,323,0,3.0,2209048,0,0.004424497221836729,0.008433882893859608,7.589384913416278e-05,0.9870657260351707
13419,33,1,1,0,0,17373,0,1,0,7,4,69,4,444,0,2.0,225849,0,0.0010642116772070082,0.002577584452261087,-0.0007615416290145602,0.9971197454995473
13420,32,0,2,1,0,91036,0,0,0,18,8,158,1,225,0,2.0,1092432,0,0.0024243996300618714,0.0007565607763288344,0.003167544996327043,0.9936514945972819
13421,35,4,1,2,0,40300,1,0,2,2,5,87,1,366,0,2.0,604500,0,0.001017640507771242,0.0012103053413008505,-0.00040667810240710076,0.9981787322533358
13422,33,1,1,0,0,63825,1,1,2,2,5,64,1,784,0,0.0,829725,0,0.0018321744222052766,0.0003030645270750837,-0.0005844771583442127,0.998449238209064
13423,27,9,1,1,0,78043,1,0,0,27,7,345,1,262,0,1.0,546301,0,0.0007257494469625758,-0.0009674310163553662,-0.00028894490856930244,1.0005306264779614
13424,34,1,1,1,0,79096,1,0,0,12,7,345,1,326,0,1.0,1107344,0,0.00819273900510148,0.003589691607898831,0.002069109403407987,0.9861484599835921
13425,36,4,2,2,0,66480,1,0,0,18,4,271,2,114,0,2.0,1063680,0,0.0010399601550664939,-0.000498552012024818,0.0011819324090320757,0.9982766594479257
13426,30,9,2,1,0,25926,1,0,0,27,7,121,2,81,0,1.0,259260,0,0.014296735091534216,0.0012368298410720714,0.0010852176238207896,0.9833812174435758
13427,32,9,1,2,0,43221,0,1,0,20,4,158,4,341,0,2.0,518652,0,0.0023237764453414717,0.0005105772471282848,-0.000476049748071021,0.9976416960556009
13428,31,1,1,1,0,15507,1,0,0,12,2,24,1,348,3,1.0,170577,72,0.2192888252618763,0.5517014730128685,0.2571588898389297,-0.028149188113685386
13429,34,9,1,1,0,-5505,1,0,0,27,7,345,2,44,0,1.0,-77070,0,0.0003059611174294624,0.0006039378685924329,6.851511171416386e-05,0.9990215859022633
13430,36,1,1,0,0,48529,1,0,2,15,7,152,2,48,0,1.0,776464,0,0.001180976895157032,-0.0010358758494545123,-1.2604656117860824e-05,0.9998675036104151
13431,37,9,2,1,0,24825,0,1,0,13,8,14,1,682,0,2.0,422025,0,-0.0006758725589619818,0.0050517351532648885,0.0017105320117867216,0.9939136053939117
13432,60,0,1,1,0,32604,0,0,0,18,1,158,2,580,0,2.0,1304160,0,0.0025913276881764508,0.00021242384000636633,0.0009206443810823306,0.9962756040907341
13433,30,9,1,1,0,13796,1,0,0,17,4,271,4,247,0,1.0,137960,0,0.0011487526835786271,-0.0006521764089302204,-0.00042914709814871263,0.9999325708234997
13434,34,1,1,1,0,42458,1,0,0,27,7,345,1,267,0,1.0,594412,0,0.000754865124699064,-0.001536783831877088,-0.00012186448940284395,1.0009037831965806
13435,43,0,1,1,0,51305,0,0,0,21,8,158,2,472,0,2.0,1180015,0,0.00402199025535542,-0.0011279069465511306,0.0016033984640055308,0.9955025182271867
13436,43,7,1,1,0,87320,1,0,0,21,8,87,1,11,0,1.0,2008360,0,0.2649319705025625,0.020173301857172025,-0.002994476735521643,0.7178892043757957
13437,30,4,1,2,0,16788,1,0,2,26,7,345,1,208,0,2.0,167880,0,-0.00038804243901341406,-0.00132113432618855,-0.0002777327681433156,1.0019869095333447
13438,34,9,1,1,0,50193,1,0,0,27,7,345,1,691,0,1.0,702702,0,0.0020694461256824254,-0.0008526687167419236,-0.00044284351463488164,0.9992260661056941
13439,30,5,1,1,0,97896,0,0,0,30,3,203,1,164,0,3.0,978960,0,0.31266197126007644,0.009205041684268656,0.018157402985064467,0.6599755840705908
13440,30,6,1,2,0,67754,1,1,2,26,7,518,2,125,0,0.0,677540,0,0.0026172582572593084,0.0022108347489541297,0.00035981097755215935,0.9948120960162335
13441,33,1,0,1,0,98254,0,0,2,2,5,826,2,560,0,2.0,1277302,0,0.002429339791589838,0.0076163239323204165,0.001227904541049027,0.9887264317350507
13442,56,4,0,3,0,56048,0,0,2,20,5,177,3,728,0,2.0,2017728,0,-0.0015297051824894742,0.00019246793680682134,0.0014214412142741321,0.999915796031409
13443,31,1,1,0,0,31257,1,1,0,27,7,121,2,247,0,0.0,343827,0,0.02072274651173399,0.005497357201700949,0.0009364268405274608,0.972843469446046
13444,35,7,2,1,0,90673,1,0,0,12,7,755,1,573,0,1.0,1360095,0,0.14562831524895375,0.18363388005410342,0.027735096937358435,0.6430027077595932
13445,34,4,1,1,0,100754,1,0,0,27,7,345,1,202,0,2.0,1410556,0,0.0009688397173254065,-0.0013033102768686827,-0.0002455489385390572,1.000580019498082
13446,34,2,1,2,0,25346,1,0,2,6,7,142,3,739,0,1.0,354844,0,0.015547255627045092,0.020137965146174767,-0.0001275849391215375,0.964442364165891
13447,35,9,1,1,0,51410,1,0,0,27,7,345,1,94,0,1.0,771150,0,0.002145124629491388,-0.0007354272699348074,-0.00045913606613546057,0.9990494387065786
13448,31,9,1,1,0,36451,1,0,0,4,1,158,1,78,0,1.0,400961,0,0.0014001106361268972,0.005454773987722469,1.885368137758553e-05,0.993126261694774
13449,33,4,0,2,0,84778,1,1,2,16,7,152,2,725,0,2.0,1102114,0,-6.857902171265862e-05,0.0010119005271614807,-0.0007644088018664355,0.9998210872964182
13450,32,1,2,1,0,52937,1,0,1,3,2,14,1,798,0,1.0,635244,0,0.009727869219726792,0.027678616941670404,0.005637167632556922,0.9569563462060677
13451,37,4,1,2,0,30881,0,0,0,18,8,158,1,849,0,2.0,524977,0,0.004724690462989081,-0.004732937921346533,0.0011935900681423889,0.9988146573902161
13452,60,5,1,3,0,38739,0,0,0,8,0,101,1,705,1,3.0,1549560,101,0.8284800724043005,0.05387643826543008,0.1227889651732645,-0.005145475842983194
13453,31,9,0,1,0,21757,1,1,0,11,4,69,4,323,0,0.0,239327,0,0.011597959860175144,0.005720423631658367,-0.0009836197177202806,0.9836652362258884
13454,35,1,1,1,0,78384,1,0,0,21,7,345,1,368,0,1.0,1175760,0,0.0022079323333180773,-0.0006595327657721549,0.00021941186867588391,0.9982321885637775
13455,29,0,1,1,0,49117,1,1,2,2,5,89,1,577,0,2.0,442053,0,-0.0002738911349179779,-0.0006362222222453529,-0.0008999775280940925,1.0018100908852579
