pred_1a,pred_1b,pred_1c,pred_1d,pred_1e
0.08678379,0.045693457,0.29,0.056059062,0.06255078
0.04794861,0.013421953,0.03,0.034534253,0.033536613
0.01801548,0.061139584,0.0,0.03151556,0.07185757
0.06297964,0.06007296,0.01,0.03720111,0.088710815
0.1768203,0.009681642,0.19,0.08802207,0.009950936
0.00892202,0.018505812,0.0,0.0022591227,0.012171537
0.055499565,0.06409937,0.03,0.09065902,0.08859748
0.0050027235,0.0010664761,0.0,0.0061653624,0.0017074645
0.024063239,0.021413386,0.0,0.08433622,0.034759223
0.002899083,0.0028170347,0.0,0.004962375,0.002796501
0.0035754677,0.025773525,0.0,0.006114239,0.040312707
0.035867758,0.06710604,0.01,0.047521643,0.052063316
0.007603685,0.012270659,0.08,0.029524757,0.009029388
0.085975476,0.05178529,0.09,0.15256651,0.06329051
0.018712856,0.014653057,0.07,0.029172039,0.009976208
0.010260004,0.0067691803,0.07,0.081098564,0.01018697
0.015873717,0.010654062,0.0,0.005139472,0.0117896795
0.003032136,0.0048588216,0.0,0.0556042,0.0037913322
0.094636634,0.18039978,0.12,0.07558666,0.15796798
0.049103275,0.037957042,0.0,0.02397657,0.041294187
0.024533903,0.00239712,0.02,0.015713751,0.0022977889
0.05414299,0.052729934,0.08,0.08464485,0.037509114
0.054428786,0.040896535,0.02,0.04353795,0.03242901
0.018812139,0.0213646,0.2,0.06664726,0.030147672
0.036748126,0.0053518116,0.03,0.018851144,0.008808225
0.059180308,0.19536516,0.0,0.056999207,0.17731357
0.03307496,0.03358218,0.01,0.01013484,0.015282929
0.08102937,0.024549186,0.13,0.026419153,0.034808934
0.1148969,0.14202327,0.07,0.11990361,0.07781184
0.010600628,0.035034567,0.0,0.058841802,0.023329645
0.028508592,0.037093073,0.0,0.044586778,0.019354254
0.00941258,0.018777847,0.0,0.0042693387,0.017753154
0.041035704,0.017644435,0.02,0.018416833,0.018333822
0.002597049,0.020399988,0.0,0.0556042,0.018339753
0.052457865,0.07086,0.08,0.050812647,0.048419923
0.028816191,0.020466805,0.0,0.08420222,0.020924151
0.018923791,0.007724941,0.05,0.01955761,0.0116711855
0.07569817,0.03957495,0.09,0.038960177,0.044338673
0.13501632,0.05008796,0.38,0.15796696,0.059904546
0.024974484,0.022678196,0.0,0.014805202,0.025912344
0.051905695,0.067690164,0.03,0.113705724,0.054084837
0.04168948,0.011624843,0.0,0.025818616,0.01446563
0.043003663,0.047519773,0.03,0.024811229,0.021835655
0.04434644,0.056292057,0.07,0.09065902,0.06827396
0.06738586,0.065941066,0.06,0.10011982,0.049249053
0.033138588,0.0034685433,0.02,0.023190582,0.009909868
0.014099561,0.005477339,0.0,0.08225034,0.008199185
0.0023122863,0.0078366995,0.0,0.0556042,0.007102132
0.07827675,0.09896138,0.11,0.07901764,0.09040287
0.002595228,0.013771772,0.0,0.0556042,0.0151613355
0.0138431415,0.03456977,0.04,0.017276585,0.035847247
0.008721149,0.009518117,0.0,0.0031974171,0.009652317
0.14665738,0.082892776,0.1,0.15164772,0.088686645
0.009796879,0.009251714,0.0,0.004442574,0.02414459
0.03090146,0.06898326,0.04,0.124392316,0.049009055
0.63654345,0.34799036,0.58,0.57481205,0.44131202
0.017276568,0.0041201115,0.0,0.006522889,0.0052983165
0.038239196,0.054546,0.14,0.08464485,0.05167705
0.016697586,0.002069652,0.0,0.004582948,0.003334999
0.23894778,0.24368748,0.3,0.50404567,0.26929426
0.00941258,0.01531288,0.0,0.004840588,0.016251743
0.16521671,0.22062331,0.35,0.20434864,0.17014086
0.0025929986,0.0058071613,0.0,0.0045427014,0.0070331693
0.018081704,0.01397723,0.0,0.00620019,0.014662653
0.021482281,0.008357435,0.01,0.022926636,0.0056354105
0.01173549,0.0140888095,0.0,0.00839331,0.01976487
0.11394523,0.024778962,0.08,0.095712446,0.04872486
0.07284256,0.037326694,0.07,0.053079087,0.0352346
0.18132345,0.15381923,0.09,0.23440456,0.1382505
0.04937397,0.068703115,0.03,0.113705724,0.06561604
0.004880132,0.009338707,0.0,0.0059069092,0.0098434985
0.044157475,0.012422085,0.04,0.021253124,0.011568755
0.019436462,0.009101421,0.07,0.09280303,0.010193616
0.056960937,0.042955756,0.03,0.05264525,0.045045912
0.002534236,0.0037592053,0.0,0.008158567,0.0042696
0.024245244,0.019315124,0.0,0.015162708,0.021857053
0.13070379,0.011244476,0.37,0.049398616,0.019031048
0.06559863,0.028571308,0.05,0.050586935,0.025168747
0.024339098,0.014948159,0.16,0.03653939,0.015487403
0.033636764,0.0059470534,0.04,0.0138332825,0.016295493
0.09722213,0.15904188,0.2,0.25218016,0.11086047
0.022456136,0.03417796,0.14,0.030888453,0.014786571
0.0026437554,0.0075194836,0.0,0.004440476,0.011092186
0.01696984,0.0061713457,0.0,0.018998649,0.0068074167
0.06673372,0.10355708,0.06,0.058535412,0.09198564
0.029102577,0.02723357,0.1,0.0928372,0.015924186
0.037666503,0.0099956095,0.05,0.030623661,0.038929015
0.0026342047,0.005112499,0.0,0.0556042,0.0051258802
0.03438212,0.03636226,0.02,0.08869047,0.033652574
0.005100699,0.019324362,0.0,0.0099246,0.018917382
0.03042469,0.008580357,0.0,0.014062074,0.03443086
0.0016465189,0.010374904,0.0,0.0051245266,0.012882888
0.008829651,0.013713211,0.0,0.069072,0.00713256
0.06792846,0.04883966,0.07,0.070694014,0.06976637
0.109003335,0.031899065,0.11,0.07528779,0.030760705
0.0030715726,0.006985694,0.0,0.0556042,0.0047878325
0.032980055,0.02200216,0.0,0.024586348,0.019687146
0.011222638,0.027136177,0.0,0.08164446,0.02305609
0.019338619,0.025612265,0.01,0.028595611,0.023086607
0.0034593674,0.05887887,0.0,0.0071936073,0.041730225
0.037018474,0.0335429,0.24,0.06198811,0.059224367
0.00851033,0.0050088465,0.0,0.0020600548,0.005749434
0.041932497,0.077774346,0.02,0.019667866,0.0847916
0.017909845,0.033536553,0.0,0.07690195,0.04657179
0.112934455,0.07074568,0.14,0.10552442,0.0762099
0.008721149,0.008614719,0.0,0.0022942098,0.012764782
0.0029566402,0.006827414,0.0,0.056783706,0.0076411664
0.031632897,0.02064681,0.0,0.01776123,0.031517476
0.07200319,0.07448131,0.04,0.07939615,0.057257235
0.0024029205,0.0064214766,0.0,0.0048396145,0.0089224875
0.082577206,0.024394363,0.02,0.08371286,0.038196325
0.026863277,0.03889063,0.02,0.088300556,0.021358341
0.008487575,0.020484686,0.01,0.00410333,0.014285594
0.007894703,0.0077015758,0.0,0.0036663674,0.010526955
0.06742451,0.040989965,0.09,0.056333184,0.044962168
0.0517157,0.009153336,0.01,0.025367608,0.006385654
0.04836781,0.013227642,0.06,0.04180744,0.0102874935
0.008877391,0.0037460327,0.0,0.0024595088,0.00520283
0.11406566,0.12471712,0.12,0.13817221,0.06335348
0.036979977,0.03209746,0.04,0.014673476,0.018943489
0.013341182,0.012509495,0.0,0.006438768,0.015423775
0.009117496,0.012016743,0.0,0.008239347,0.018568605
0.46106184,0.50067085,0.44,0.45863342,0.74785787
0.010013703,0.0018575191,0.03,0.010800435,0.004025817
0.1252344,0.08046079,0.12,0.15435646,0.076215535
0.032464672,0.08779389,0.04,0.01817785,0.08017725
0.08054341,0.034650028,0.18,0.04456327,0.07602444
0.027150864,0.0123003125,0.01,0.010701589,0.013127267
0.06802254,0.021268785,0.03,0.05062883,0.024787158
0.005899782,0.038201183,0.0,0.058136337,0.03379926
0.180744,0.1863313,0.25,0.3094249,0.41211578
0.05539903,0.020322174,0.02,0.09412841,0.038449854
0.00851033,0.019215226,0.0,0.00197276,0.010375798
0.03899935,0.041177243,0.01,0.08464485,0.023875505
0.01562996,0.02257219,0.0,0.022981176,0.019001901
0.0028166894,0.0023641586,0.0,0.0043613343,0.002679199
0.007419624,0.019751012,0.0,0.005184464,0.01907894
0.24559374,0.09669325,0.33,0.2098353,0.10486558
0.0674408,0.082762,0.01,0.07938808,0.07028848
0.0025988272,0.0029410124,0.0,0.0050031412,0.0027831793
0.034781396,0.04461637,0.02,0.09350942,0.0507212
0.03295591,0.010171413,0.0,0.017654542,0.013787657
0.102350175,0.034555495,0.18,0.15584137,0.0517326
0.1041413,0.039955765,0.06,0.0712266,0.07396427
0.023752239,0.005989909,0.03,0.0104634715,0.005620748
0.44418398,0.7694186,0.34,0.5235544,0.7388277
0.04145833,0.005683303,0.12,0.044407915,0.007901102
0.11703249,0.20037171,0.22,0.15478007,0.17136684
0.11369092,0.19566083,0.13,0.10030896,0.16204727
0.11370856,0.11582515,0.14,0.09616451,0.11567849
0.04937823,0.05888036,0.08,0.09988907,0.021779895
0.07820866,0.013703078,0.11,0.042326912,0.023031533
0.0770098,0.13782778,0.18,0.028379219,0.06482792
0.022640824,0.008759826,0.0,0.0047912025,0.01209712
0.1725224,0.12588069,0.12,0.1489868,0.08228657
0.005295649,0.0021493435,0.0,0.006754078,0.004102081
0.093496926,0.15327102,0.21,0.07109969,0.12618169
0.015873717,0.0034217238,0.0,0.0041894927,0.006909609
0.017886385,0.006975621,0.0,0.02518117,0.014567226
0.031182466,0.016960561,0.0,0.014573565,0.009270012
0.0137505885,0.0039479434,0.0,0.012584885,0.011521459
0.09310134,0.0227094,0.06,0.08365357,0.018760234
0.050638136,0.053251594,0.0,0.017561072,0.048791707
0.106424026,0.07082215,0.11,0.036302842,0.081940174
0.07046484,0.02177155,0.07,0.0375804,0.02005902
0.06171479,0.046978623,0.0,0.028328732,0.0473617
0.002941923,0.01134184,0.0,0.0059919036,0.011014074
0.01446048,0.008094102,0.03,0.08902807,0.013098896
0.4931856,0.6536596,0.37,0.37431937,0.7587537
0.058925036,0.014181435,0.05,0.030786667,0.03737089
0.230333,0.1346443,0.08,0.25778836,0.15739265
0.3566082,0.34556058,0.35,0.26982343,0.373621
0.8886619,0.87923837,0.87,0.88430375,0.8609222
0.052415375,0.033295423,0.02,0.017340863,0.023993582
0.0056248647,0.011202753,0.02,0.014058015,0.016934067
0.016697586,0.0013821423,0.0,0.004362436,0.0030069947
0.04760113,0.047500014,0.04,0.0640227,0.057700098
0.019557975,0.024368405,0.0,0.073901765,0.027923733
0.09800355,0.048502773,0.17,0.11378761,0.030542254
0.13771261,0.16563946,0.04,0.16653259,0.16667753
0.15396427,0.060943335,0.17,0.15110882,0.04594463
0.10774856,0.10924116,0.21,0.11388044,0.0828788
0.17703548,0.16821292,0.1,0.16921079,0.17687303
0.09804046,0.0025116801,0.0,0.06293625,0.003931999
0.0058884188,0.0051394105,0.0,0.06725655,0.011561394
0.004573237,0.007145107,0.0,0.057391625,0.0051929057
0.1671674,0.25841677,0.12,0.10265278,0.23212644
0.16206343,0.08380607,0.28,0.16560726,0.07757062
0.018088242,0.039303064,0.02,0.021412129,0.04448566
0.020937368,0.04447925,0.02,0.0836575,0.03770238
0.042107496,0.044714153,0.0,0.042381637,0.061039597
0.109118596,0.17617714,0.06,0.17078213,0.18160957
0.07009257,0.058526635,0.14,0.08379556,0.05951056
0.109651625,0.036002576,0.08,0.08661205,0.031312525
0.081243366,0.10175249,0.04,0.07787501,0.088282764
0.11134775,0.047946066,0.2,0.08023236,0.044414252
0.10945412,0.19837958,0.26,0.20230134,0.25515842
0.052708652,0.07310933,0.02,0.063792236,0.047750056
0.09109623,0.082460076,0.03,0.06804261,0.076737314
0.08220882,0.012289822,0.05,0.07478545,0.010960996
0.040598784,0.013671726,0.22,0.03294363,0.011651754
0.078500286,0.055163145,0.18,0.088448115,0.06314421
0.047569238,0.028413147,0.13,0.024475897,0.030950487
0.08917899,0.0008442402,0.05,0.056835253,0.0014449656
0.019648027,0.0027891397,0.01,0.017220281,0.005688697
0.0071862107,0.009861112,0.0,0.058136337,0.007735312
0.0073580546,0.042029053,0.03,0.059416562,0.0534499
0.025605807,0.022416502,0.0,0.10372708,0.011072606
0.108940326,0.033852935,0.06,0.10919593,0.053506166
0.0082015125,0.005310893,0.02,0.018561512,0.012747735
0.046283744,0.05221775,0.38,0.06838953,0.03605306
0.024485748,0.011926085,0.01,0.08915922,0.02277866
0.046609502,0.01720661,0.0,0.017604686,0.012970269
0.24457319,0.18519145,0.13,0.16341987,0.20828065
0.031816937,0.005390227,0.0,0.018332658,0.0045422018
0.00831865,0.026585847,0.0,0.002665002,0.017648637
0.003893896,0.03086859,0.0,0.058841802,0.033329457
0.2479807,0.28307512,0.23,0.40986216,0.32927775
0.037366368,0.05502972,0.05,0.054826397,0.059959173
0.0131699415,0.03725195,0.0,0.027872304,0.033875465
0.0070149135,0.013654202,0.0,0.06423947,0.019685835
0.011132879,0.039355427,0.0,0.06311871,0.041860104
0.06598749,0.08337483,0.12,0.09004498,0.102752656
0.2340312,0.3253891,0.51,0.2376979,0.34505856
0.05362901,0.00857687,0.03,0.031612016,0.013970196
0.072849534,0.04534954,0.1,0.16080727,0.1079368
0.010057457,0.008529067,0.0,0.0048933914,0.0130339265
0.01203005,0.028414518,0.0,0.007298476,0.025840938
0.24488671,0.34627882,0.16,0.19992998,0.35009027
0.0414692,0.017395854,0.09,0.03733461,0.009689689
0.01821021,0.0007509589,0.0,0.005729168,0.0029378533
0.038665086,0.080444366,0.07,0.05863753,0.062867194
0.03938183,0.06483361,0.0,0.08960843,0.056158453
0.05829814,0.06047672,0.12,0.06297807,0.076954246
0.06148614,0.11434382,0.01,0.07224919,0.11119753
0.07806886,0.034429103,0.14,0.024427062,0.048883647
0.043430444,0.03127545,0.05,0.112213224,0.025358617
0.019763988,0.09716678,0.0,0.064572595,0.08202639
0.25448638,0.13708478,0.41,0.31242555,0.15963057
0.017970147,0.0025702417,0.0,0.005161256,0.003087163
0.0034237597,0.04956445,0.0,0.059441306,0.03133273
0.022834964,0.012517989,0.0,0.015759423,0.0128183365
0.68327683,0.30708882,0.66,0.57614475,0.44670942
0.09539739,0.028711647,0.16,0.115386225,0.04109907
0.08576804,0.07415193,0.2,0.08647823,0.06297296
0.043291345,0.055860758,0.01,0.10230957,0.037959784
0.017970147,0.001368612,0.0,0.0044840127,0.0032031536
0.08470191,0.12381041,0.15,0.102154404,0.12892303
0.14517756,0.07000679,0.11,0.12455333,0.08618504
0.037068326,0.057344973,0.04,0.040981013,0.05899656
0.012017985,0.01091522,0.19,0.107998475,0.014205366
0.0068398863,0.046563536,0.0,0.010300675,0.035258144
0.015448242,0.009133726,0.0,0.007615345,0.02522868
0.009853084,0.0070489943,0.0,0.0030414725,0.005736202
0.016813993,0.0043959916,0.05,0.008681804,0.006926328
0.00590836,0.017362237,0.0,0.008800142,0.026207358
0.06302326,0.049107045,0.01,0.04790897,0.056958854
0.0029783058,0.02727449,0.0,0.056783706,0.017258018
0.09255669,0.10358289,0.16,0.12469575,0.22599256
0.0579241,0.009685755,0.07,0.03645277,0.03057319
0.008559286,0.012246996,0.0,0.012770479,0.015029073
0.1902288,0.09747106,0.48,0.18986484,0.112636
0.04686536,0.024823815,0.03,0.028915666,0.032292098
0.023186581,0.00609383,0.0,0.008505857,0.011710554
0.13817511,0.30689663,0.06,0.20564632,0.33569235
0.046101,0.031910777,0.04,0.12888083,0.04649794
0.017970147,0.00092053413,0.0,0.0046803383,0.0026057363
0.16529574,0.19557229,0.4,0.18033384,0.1944539
0.9461552,0.86082006,1.0,0.9428057,0.8513137
0.19328107,0.1624794,0.11,0.13224515,0.18415022
0.03337963,0.029905766,0.02,0.016670378,0.033621818
0.048764717,0.025976121,0.16,0.048563685,0.05209136
0.11690746,0.061102778,0.06,0.11151422,0.10238597
0.029910773,0.042461276,0.01,0.03311344,0.05019337
0.011661531,0.008873612,0.0,0.028502293,0.0139273405
0.09933958,0.10992077,0.0,0.10692425,0.09805593
0.0045732,0.007997394,0.0,0.064931475,0.008295625
0.017970147,0.0012812614,0.0,0.0043873824,0.0029592812
0.027928608,0.03287199,0.01,0.036304194,0.021900386
0.075839326,0.03169185,0.03,0.054352462,0.07288998
0.020571629,0.02467516,0.14,0.074566275,0.022117138
0.060692903,0.14111716,0.12,0.06568688,0.06837383
0.032383844,0.015907288,0.05,0.03190183,0.021303415
0.042502005,0.038709313,0.12,0.05590128,0.057224333
0.06327717,0.05398789,0.01,0.04315388,0.058419794
0.027330114,0.03293994,0.03,0.0782248,0.025078088
0.05275043,0.032719463,0.07,0.02813508,0.03573376
0.26668185,0.22811195,0.4,0.28105095,0.26422492
0.02759281,0.0049512684,0.09,0.012421229,0.0073821843
0.0023803432,0.015292168,0.0,0.0556042,0.017391741
0.04636876,0.02850774,0.05,0.08993672,0.02702704
0.05790834,0.009303629,0.0,0.03363515,0.013300866
0.36351603,0.5532484,0.43,0.4126099,0.54706275
0.098069005,0.23480114,0.08,0.1261963,0.1455341
0.07191739,0.11083552,0.26,0.15046774,0.09464371
0.11864503,0.098864794,0.18,0.051224936,0.06662953
0.016697586,0.0028963685,0.0,0.0046113185,0.0043951273
0.04625376,0.025457382,0.04,0.042534795,0.02684158
0.10397277,0.09718433,0.09,0.11610016,0.12375739
0.011848927,0.00475502,0.0,0.0069332584,0.008425176
0.02389865,0.011423767,0.0,0.022329314,0.021521628
0.031908426,0.00647071,0.15,0.074908726,0.005199015
0.12659182,0.10550451,0.22,0.1545031,0.105257064
0.027719943,0.01682663,0.02,0.03246373,0.027441114
0.029347464,0.0072541535,0.03,0.06257506,0.0025824904
0.1565358,0.18110508,0.04,0.17923383,0.14090446
0.034094796,0.16853255,0.06,0.028204529,0.15273187
0.00612342,0.013603419,0.01,0.09371544,0.015353382
0.017970147,0.00551942,0.0,0.004694389,0.010753632
0.0097838575,0.03552851,0.02,0.07988114,0.0315592
0.07844557,0.055522084,0.05,0.092466906,0.049601853
0.050059218,0.04546681,0.08,0.10568219,0.114864916
0.0027968995,0.00818792,0.0,0.0556042,0.006382704
0.04906084,0.02540347,0.01,0.03751245,0.019371092
0.002424326,0.0025210083,0.0,0.004564783,0.0030789077
0.20322157,0.14948493,0.27,0.19810845,0.21536398
0.22573192,0.18411645,0.23,0.32009342,0.21795782
0.1412294,0.20379993,0.22,0.14346913,0.45903343
0.013155795,0.002619356,0.0,0.014737599,0.00292328
0.058029354,0.018868923,0.09,0.050262917,0.029242784
0.04705944,0.047219217,0.01,0.010116617,0.03377536
0.13390312,0.087625116,0.26,0.1872275,0.074343234
0.1959343,0.17212495,0.07,0.26789126,0.16565621
0.01506848,0.052975178,0.0,0.008027498,0.062031597
0.12956786,0.25981778,0.32,0.1723841,0.23837414
0.017233528,0.03197959,0.03,0.020645756,0.039776355
0.017720124,0.013768196,0.0,0.0061621726,0.022794336
0.069173,0.039839,0.09,0.03644671,0.047470927
0.0277313,0.026008964,0.03,0.087695174,0.024225473
0.05333472,0.012780994,0.03,0.040625717,0.027793527
0.041586895,0.0386391,0.03,0.039499484,0.031915575
0.016697586,0.00250867,0.0,0.004484585,0.005071759
0.0030338261,0.011168182,0.0,0.0556042,0.009512216
0.01738942,0.007235557,0.01,0.0063831233,0.011474669
0.02672554,0.009992182,0.01,0.020746233,0.011706978
0.11253783,0.08274102,0.06,0.11688142,0.11392406
0.011193157,0.015944272,0.0,0.012617438,0.022983551
0.09285359,0.12264803,0.09,0.079846434,0.10348353
0.05617489,0.023701608,0.02,0.05107236,0.026709795
0.0023532787,0.021547705,0.0,0.055968776,0.0150490105
0.055669777,0.09312844,0.16,0.08162096,0.13657334
0.06181392,0.025473207,0.14,0.02803124,0.049120426
0.002929682,0.01942262,0.0,0.0062280507,0.014270902
0.072258644,0.034081817,0.11,0.06938608,0.027052552
0.008923373,0.007991821,0.0,0.07909973,0.007838726
0.11572634,0.06847757,0.06,0.10504055,0.08525875
0.042608388,0.081472695,0.06,0.0726551,0.16249225
0.063874304,0.0605534,0.06,0.090182744,0.063246965
0.07754108,0.07691756,0.11,0.050542366,0.11040267
0.025746226,0.011189997,0.0,0.005690049,0.023120105
0.017194944,0.0023474693,0.01,0.0072068362,0.0052410066
0.012744643,0.007514,0.01,0.080414854,0.007715881
0.10774856,0.100400746,0.05,0.08711994,0.09401846
0.59272856,0.4971108,0.74,0.6632225,0.4978722
0.033802025,0.015279144,0.05,0.017055498,0.025258183
0.07952543,0.024426222,0.1,0.038473345,0.029863864
0.07362822,0.23078385,0.05,0.11291382,0.122347176
0.037284203,0.0057367682,0.1,0.0074682212,0.017896324
0.034093328,0.027392328,0.05,0.020981336,0.022405654
0.019186202,0.014529347,0.01,0.0152180055,0.014464319
0.047543272,0.12529024,0.0,0.090154365,0.06763777
0.017970147,0.0076214075,0.0,0.006397765,0.008329511
0.03003388,0.037345618,0.01,0.032112777,0.049004823
0.026419207,0.07795897,0.01,0.036577936,0.14916816
0.025485117,0.019600868,0.06,0.01592572,0.02372095
0.03468162,0.044574976,0.16,0.107794225,0.041395575
0.02183427,0.038624644,0.05,0.11470457,0.06126237
0.009121658,0.004236281,0.0,0.0038873078,0.005847454
0.07314594,0.024266452,0.12,0.02415871,0.012152433
0.030894795,0.0137966275,0.0,0.029903656,0.02787897
0.0025036943,0.0047125816,0.0,0.0556042,0.0034599304
0.11316238,0.06409046,0.07,0.23842666,0.10234085
0.020882437,0.008355439,0.04,0.012377295,0.012059957
0.1265902,0.13485003,0.01,0.104160145,0.13617569
0.00892202,0.004781574,0.0,0.0015837756,0.005023241
0.07076332,0.042262763,0.1,0.09910044,0.08092806
0.023830049,0.035138547,0.1,0.0882753,0.036164492
0.15230635,0.2105965,0.13,0.19482942,0.24045196
0.08133884,0.10101551,0.31,0.13603114,0.11908981
0.026510254,0.016209364,0.03,0.016914073,0.021810949
0.035824645,0.004644066,0.01,0.011089523,0.0076093674
0.027664311,0.013102829,0.03,0.08783826,0.021181047
0.025996948,0.02612421,0.0,0.023009479,0.04340136
0.028413845,0.055866927,0.02,0.08960843,0.059233457
0.10838148,0.15042493,0.0,0.14242353,0.16555989
0.025777271,0.06255266,0.04,0.02321098,0.03281626
0.006007319,0.013757259,0.0,0.008352385,0.0117711425
0.12294765,0.030555725,0.21,0.11606061,0.034705132
0.08505677,0.15378475,0.02,0.123810954,0.1577512
0.017085822,0.0034253001,0.03,0.01819646,0.0112888515
0.10092757,0.038856596,0.03,0.07188369,0.0450252
0.044202033,0.032093734,0.07,0.0393153,0.018895924
0.39342234,0.26213878,0.49,0.3359821,0.30799925
0.02963112,0.017360449,0.01,0.051029205,0.027058393
0.08153756,0.081840456,0.01,0.1079658,0.08602598
0.0031866007,0.00873369,0.0,0.0054014586,0.008495241
0.05800686,0.11975223,0.1,0.10077868,0.08030057
0.059238717,0.042623162,0.11,0.077701166,0.030329168
0.061921358,0.0089383125,0.04,0.029976793,0.019857824
0.03431306,0.016420364,0.03,0.119634286,0.028613925
0.021841852,0.05104193,0.01,0.009749059,0.025217146
0.042782575,0.0064176023,0.01,0.028881926,0.0131468475
0.08635735,0.060679883,0.1,0.1777118,0.04555008
0.06202394,0.029655099,0.0,0.054118816,0.04914823
0.08214665,0.015737891,0.2,0.05557008,0.020083994
0.0038537653,0.008475542,0.0,0.0556042,0.0061039925
0.12175786,0.12714666,0.19,0.082951136,0.11994499
0.11929901,0.17866653,0.09,0.101543434,0.19471475
0.044037104,0.036650687,0.12,0.035900876,0.013058007
0.107853055,0.081300676,0.12,0.1807652,0.10024789
0.04530611,0.0333789,0.02,0.040374823,0.046189815
0.11092803,0.106208086,0.21,0.115563236,0.09747651
0.18327083,0.09760964,0.12,0.12441506,0.14160284
0.017048905,0.017961979,0.0,0.019781668,0.013511628
0.07198037,0.09599295,0.09,0.089075886,0.077693194
0.04420837,0.006893486,0.04,0.022657951,0.014042735
0.16020264,0.17955235,0.17,0.12895061,0.2123259
0.032012932,0.013525426,0.08,0.049906168,0.0249573
0.05382324,0.025950223,0.04,0.03407201,0.05299467
0.11880537,0.03409496,0.09,0.0992957,0.042857766
0.013283514,0.02202776,0.0,0.0769533,0.035394102
0.008952137,0.008957446,0.01,0.07153759,0.012265146
0.09734547,0.372051,0.07,0.08354995,0.34198076
0.3496275,0.4803885,0.37,0.7559741,0.4325486
0.020894013,0.027263135,0.03,0.023552906,0.032209694
0.014684627,0.011683613,0.0,0.060816176,0.012871087
0.15127787,0.09879735,0.19,0.14758223,0.09800044
0.040949203,0.07754901,0.18,0.0570397,0.050423622
0.064460516,0.014502466,0.05,0.0662555,0.008680791
0.009167509,0.005731821,0.0,0.003815587,0.006593436
0.25635535,0.13517752,0.24,0.2893215,0.16122052
0.43705043,0.21595624,0.29,0.18266796,0.12658843
0.076171674,0.07169515,0.12,0.10079105,0.052305788
0.05141855,0.024235338,0.07,0.044858105,0.04073769
0.008467742,0.0070386827,0.0,0.0023239749,0.00981921
0.04347963,0.0129494965,0.01,0.018567195,0.013239741
0.010877843,0.0058026314,0.0,0.005642224,0.0075256526
0.067595184,0.02881509,0.02,0.06806337,0.041389853
0.00851033,0.006646365,0.0,0.0025973965,0.006526172
0.09876062,0.0408915,0.17,0.12958992,0.03910017
0.10457906,0.12432793,0.11,0.16430861,0.09202388
0.093336985,0.04769385,0.06,0.06260509,0.060955882
0.11887881,0.14865917,0.17,0.06763637,0.12650353
0.11192731,0.06968477,0.05,0.09004498,0.064080745
0.022488976,0.011656374,0.0,0.009891449,0.014690012
0.027046882,0.04284036,0.04,0.0836575,0.043025523
0.041064057,0.10918978,0.01,0.09161494,0.06036067
0.015236919,0.034137815,0.01,0.06311871,0.04443541
0.14351067,0.096251875,0.06,0.11819546,0.12914816
0.0536736,0.015696228,0.01,0.042718228,0.021787494
0.012712686,0.04211682,0.0,0.011076134,0.035725415
0.055656705,0.029289544,0.02,0.09655077,0.018365353
0.03610458,0.022014797,0.04,0.031357422,0.022155792
0.2450525,0.1232945,0.48,0.39704877,0.13967651
0.043262213,0.03176129,0.17,0.05382181,0.034448087
0.015828883,0.022565007,0.01,0.019644717,0.022775501
0.01275448,0.01014778,0.0,0.017453995,0.008193314
0.24012831,0.133746,0.13,0.28010172,0.14034298
0.080750726,0.14234766,0.04,0.11046344,0.14004424
0.0024708572,0.01547429,0.0,0.00800276,0.014775753
0.04796715,0.086682856,0.03,0.12582266,0.050952524
0.008467742,0.0035338104,0.02,0.0019649214,0.004354179
0.054648366,0.032045245,0.02,0.029773619,0.0318366
0.039998937,0.020321041,0.0,0.040677954,0.023134291
0.04505112,0.010459751,0.03,0.019374933,0.025512516
0.11283881,0.122927964,0.28,0.16743006,0.12974644
0.0026830225,0.0023887455,0.0,0.004298831,0.002417177
0.0785232,0.019895822,0.06,0.025758758,0.019254953
0.16760558,0.16454026,0.15,0.12814812,0.20354992
0.030272085,0.018495888,0.11,0.029984364,0.026330382
0.08817549,0.13848391,0.07,0.14564864,0.09256092
0.015491621,0.016797006,0.05,0.13244371,0.009712964
0.002587012,0.023622513,0.0,0.058136337,0.018068075
0.06327293,0.008870304,0.13,0.020326864,0.0153720975
0.14807355,0.28804994,0.19,0.107383355,0.24097195
0.012123401,0.031664163,0.0,0.0067264005,0.021635145
0.009059197,0.0072796345,0.0,0.0059660776,0.008390039
0.12586257,0.039817005,0.14,0.28915063,0.038358122
0.074295655,0.051558584,0.01,0.0965135,0.044502884
0.035849366,0.0828886,0.02,0.04808506,0.0584462
0.076505125,0.059340805,0.04,0.01622661,0.032553107
0.03666338,0.04082215,0.05,0.049886186,0.039455473
0.01946071,0.011922717,0.06,0.09427875,0.014768332
0.12743723,0.172845,0.2,0.13173714,0.10273376
0.008487575,0.004316956,0.0,0.002734789,0.005400002
0.7725464,0.8475566,0.95,0.71602994,0.78803027
0.033236966,0.009198219,0.07,0.026316686,0.010684997
0.00831865,0.009208798,0.0,0.0015343787,0.009100944
0.029933957,0.06530437,0.01,0.010143786,0.040057242
0.0062463544,0.0025057793,0.03,0.010201843,0.004346162
0.35653493,0.70553035,0.42,0.36624664,0.8105742
0.07694629,0.08746973,0.14,0.084105164,0.03843078
0.0038718933,0.024866223,0.0,0.058136337,0.022383183
